attrib1,attrib2,attrib3,attrib4, attrib5, attrib6, attrib7, attrib8, attrib9, attrib10,Label
0.0379,0.0489,0.0499,0.1401,0.2389,0.1059,0.0687,32,0.0694,0.1801,0
0.3134,0.1853,0.0217,0.4058,0.2875,0.1584,0.0117,0.0639,0.1863,0.3978,1
0.0358,0.2189,-0.0011,1.3415,0.5692,0.7727,0.0228,-0.0016,0.0382,0.1083,1
0.0184,0.0834,-0.0103,128,0.1996,0.0702,0.0122,0.0257,-0.0362,0.1205,1
0.0459,0.0555,0.0014,0.08,0.1666,0.0726,0.0756,0.0365,-0.0119,0.1326,1
0.0258,0.0626,0.0525,0.1288,218,0.0769,0.0479,0.0565,0.0538,0.1482,0
0.1153,0.1684,0.0127,0.1681,0.2875,0.1301,0.0289,0.0309,0.1911,0.3189,1
-0.0284,0.0612,-0.0172,0.1363,0.5507,0.0222,-0.0274,-0.1108,0.0293,0.0917,1
0.0253,0.0525,42,0.1312,0.2099,0.0642,0.0323,0.0586,86,0.1461,0
0.0232,0.0866,-0.0291,0.1385,0.4147,0.1626,0.0542,0.0146,-0.0457,115,1
0.1224,0.1605,0.0132,0.1884,0.3226,0.1486,0.0099,0.0642,0.1974,0.3643,1
0.0131,0.0926,0.0267,0.1577,0.3395,0.0267,-0.0517,-0.0672,0.0264,0.1009,1
0.0237,0.0478,0.0467,0.1312,0.2044,0.0713,0.0392,0.0397,99,0.1656,0
-0.0094,0.0739,0.1053,0.1332,0.4561,0.0668,0.0236,-0.1292,0.0496,0.0703,1
0.0327,0.0797,-0.0095,0.1346,0.2294,0.0737,0.0508,-0.0153,-0.0241,0.1213,1
0.0957,0.1359,0.0211,0.1599,0.2695,0.1468,0.0027,0.0402,0.1913,0.3451,1
0.0464,81,-0.0011,0.1235,0.2007,0.0876,0.0793,0.0101,-0.0201,0.1073,1
0.0139,114,0.0488,0.14,928,229,0.0091,-0.0675,0.0142,0.0669,1
0.0627,0.0436,0.0594,0.1285,0.2165,0.0692,0.0436,0.0402,29,0.1693,0
0.1467,0.1713,0.0016,0.1982,0.2809,0.1336,0.0059,0.0367,0.1771,0.3284,1
0.1459,0.1502,0.0116,0.1963,0.3001,0.1362,0.0151,0.0536,0.1813,335,1
0.0464,0.1019,0.0544,0.0892,0.4047,0.1352,0.0613,0.0085,-0.0267,0.1179,1
0.0263,0.0428,0.0225,0.1264,0.2031,0.0531,0.0555,0.0521,0.0657,0.1345,0
0.0503,0.0517,0.0235,0.1466,0.4734,0.0103,0.0088,-0.0396,-0.0457,0.0877,1
0.0113,0.0317,0.0375,0.1375,0.2529,0.1186,0.0389,0.0262,0.0778,163,0
0.1263,0.1373,0.0177,0.2275,0.2796,0.1784,-0.0142,85,0.1689,2.1126,1
0.0324,0.0916,0.0312,0.1478,1.8012,0.1233,0.0326,-15,-0.0328,0.1094,1
0.1903,0.0583,24,212,0.3677,-0.0261,-0.0132,-0.1593,0.0092,0.0381,1
0.1358,0.0626,0.0697,0.5373,0.2748,0.0636,0.0452,0.0294,-0.0491,0.1105,1
0.1771,0.0533,0.0243,0.1435,0.5209,0.0335,-0.0055,0.0046,0.0385,0.1779,1
0.1408,0.1555,-0.0095,0.2114,0.2907,0.1639,-0.0084,0.0486,138,0.3255,1
0.0197,0.0702,0.0491,0.1393,187,0.0998,0.0336,0.0386,0.0612,0.1524,0
-7,0.0515,0.0296,0.1433,0.2006,0.0618,0.0648,0.0433,0.0842,0.1437,0
0.0677,0.0591,-0.1343,0.1055,0.3907,0.0897,-0.0076,-0.0493,0.0124,0.0534,1
0.1609,175,0.0148,0.1884,0.2906,0.1602,0.0297,0.0505,0.1863,0.2733,1
0.0889,62,62,0.19,218,0.0787,0.0555,-0.0034,0.3246,0.1635,1
0.1174,52,0.0565,0.2388,0.4213,109,0.0698,0.0117,-0.0399,0.1899,1
0.0208,0.0501,-0.0348,0.0968,0.7812,0.1783,-0.0084,0.0188,0.0029,0.0608,1
0.1543,0.2452,0.0219,0.4167,0.3503,0.1359,-0.0076,0.0621,0.1947,0.4654,1
0.0596,46,0.0101,0.1325,0.2033,0.0627,0.0423,0.0708,0.0831,0.1725,0
0.1071,0.0599,0.0335,0.1412,0.2342,0.0739,0.0677,0.0299,-0.0349,134,1
129,0.1599,-0.0175,0.18,283,0.1758,0.0331,-0.0301,0.1628,0.3701,1
0.0506,0.0562,0.0101,0.1029,0.1961,113,0.0381,0.0835,0.1019,164,0
0.0042,0.1068,0.0159,0.1532,0.4418,0.3036,-0.0026,-0.0148,0.0018,-0.0173,1
0.1158,0.1613,0.0035,0.1612,288,0.1425,-0.0016,0.0732,0.1998,0.3999,1
48,0.08,0.0449,0.1979,0.2424,0.0502,0.0579,0.0046,-0.0233,0.1245,1
0.9308,0.2239,0.0728,0.1406,0.7089,0.2453,-0.0408,-0.0931,0.1833,0.0584,1
0.0113,0.0679,0.0956,0.1604,0.2366,0.0779,0.0663,0.0666,0.1161,0.1688,0
0.0659,0.0454,-43,0.1097,0.9049,0.1888,0.0085,-0.0338,-0.0301,0.0141,1
0.1358,165,-0.0029,0.1821,0.3004,0.1848,0.0239,0.0597,0.1657,0.2925,1
0.0451,0.0771,0.0254,0.1636,0.2479,0.1035,0.0632,0.0011,-0.0185,0.1231,1
0.0052,0.0739,0.0489,0.3227,0.3382,0.1339,0.1014,0.1022,0.8555,0.1532,0
0.0516,-0.0014,0.0093,0.0746,0.4305,-0.0483,0.0143,-0.1063,-9,0.0255,1
0.0588,0.0573,0.0264,0.1623,0.1793,0.0594,0.0558,0.0629,0.0673,0.1564,0
0.1646,0.1668,0.0085,186,0.2674,0.1518,-0.0245,0.0616,0.1425,0.3179,1
0.0271,0.0797,0.0138,0.1272,0.2439,62,0.0964,0.0734,-0.0032,0.1398,1
0.3852,0.1512,0.0124,0.1934,0.2727,0.1475,3,0.0528,0.1707,0.3076,1
-0.0067,0.0209,-0.0272,92,0.6058,24,-0.0118,-0.0944,-3,0.0107,1
0.0324,0.0689,13,0.1048,0.2043,0.0613,0.0458,0.0038,-0.0204,0.1099,1
0.0459,0.0499,0.0262,0.1335,0.2244,0.0848,0.0434,0.0769,0.0921,0.1603,0
0.0364,85,0.0333,0.1108,207,0.0581,0.0508,0.0064,-0.0096,0.1458,1
0.1533,0.1671,-0.0087,0.1776,0.2919,0.1718,0.0101,0.0373,0.4351,0.3028,1
0.0633,56,-0.0053,0.1232,0.1981,0.0687,0.0529,0.0813,0.1362,0.6667,0
0.1458,0.0061,0.0557,0.1379,0.4798,-33,-0.0292,-0.1403,-0.0119,0.1426,1
0.0456,0.0744,28,0.0976,0.1925,0.1697,0.0898,0.0201,0.0127,0.1216,1
0.1577,0.3238,0.0214,0.1649,0.2961,0.1391,0.0117,0.0122,147,0.3461,1
0.0487,0.0312,-0.0372,0.1292,0.4023,-0.0483,0.0077,-0.1208,-18,0.0864,1
116,0.0784,0.0243,0.1166,0.1777,0.1505,0.1545,65,0.1111,0.5833,0
0.0448,0.0679,0.0325,0.1193,0.1874,0.5334,127,36,-0.0148,0.1189,1
0.0097,0.5902,0.26,0.2358,0.5646,0.0027,-0.0424,-0.0219,0.0087,0.1729,1
0.1176,0.0692,0.0494,0.1132,0.2054,0.1157,0.0452,103,0.0908,0.1867,0
0.1738,0.1462,0.0085,0.2174,0.3358,0.1272,0.0339,0.1389,0.1407,396,1
0.0688,0.4655,0.0414,0.2416,0.4508,0.0828,0.1581,0.0394,87,0.1447,1
0.1593,0.1526,-0.0037,0.1784,0.2999,0.1307,-0.0261,37,0.1388,0.3931,1
0.0213,0.0555,0.0346,0.1214,0.2175,0.1993,0.0991,0.1009,0.1451,0.1683,0
0.1089,0.0737,28,0.1396,0.2075,0.0969,0.0661,0.0164,-0.0199,0.1242,1
0.0751,0.0412,0.0058,0.0926,0.1983,0.0853,0.0624,0.0824,0.1187,202,0
0.0321,0.0979,0.0842,0.1635,0.4131,0.0768,0.0146,-0.0833,0.0222,0.2066,1
35,0.0826,-0.0074,0.1486,0.2756,0.1309,0.0603,0.0265,-0.0317,0.1097,1
0.1963,0.1565,-0.0082,0.1589,0.2898,0.1489,8,0.0162,0.1776,0.4089,1
0.0289,0.0269,0.11,0.1975,0.3988,-0.0227,-0.0161,-0.0512,0.4697,0.1249,1
0.0728,47,0.0045,0.1425,0.1822,0.0676,0.0252,0.0761,0.0916,0.3089,0
0.1577,0.1367,0.0019,0.4681,0.4085,0.1552,-15,0.06,0.1573,0.2981,1
0.02,0.0863,0.0254,0.1399,0.1872,0.0755,0.0297,0.0436,-0.0404,0.0777,1
0.2147,0.0618,0.0394,0.1467,0.2381,0.0966,0.0357,0.0621,0.0955,0.1741,0
0.0714,0.0462,0.0204,0.1744,0.1698,0.0446,0.0304,8,-18,0.1184,1
0.0914,0.0639,-0.0198,0.1856,479,0.0952,65,-0.0266,0.0443,0.1476,1
0.1786,237,0.0378,0.4293,1.0197,0.1795,0.0795,0.3753,0.2024,0.4155,1
0.2023,0.1491,0.0093,0.2438,326,0.1563,0.0555,0.0592,0.1852,0.3068,1
0.0197,0.0254,-0.0011,0.1226,0.4473,0.0148,-0.0118,-0.0509,0.0596,0.1339,1
143,0.0861,0.0293,0.1454,0.2317,0.0979,64,0.0692,0.1077,0.1946,0
0.0403,0.0676,-0.0014,0.1177,0.1698,0.0378,0.0458,-0.0016,-0.0154,0.1134,1
0.1435,0.0797,0.0037,0.1523,0.1882,0.0985,0.0545,0.0795,0.1264,0.1851,0
0.1889,0.1842,0.0913,0.9231,0.5334,0.1832,0.0373,0.2803,0.1781,0.4063,1
0.0707,0.0425,0.0386,0.1557,0.1922,0.0528,0.0423,0.0059,-23,0.1197,1
-17,0.0559,-0.0185,0.0957,0.5431,0.1171,0.0294,-0.0237,0.0723,131,1
0.0472,0.0525,0.0378,0.1209,0.1788,33,55,0.0164,-0.0391,0.1131,1
0.1145,0.0921,0.0314,0.1356,0.2223,0.0835,0.0125,0.0969,0.0992,0.1788,0
0.0049,0.0778,0.0905,0.1208,0.5228,0.1042,0.0299,-34,0.0525,1.1143,1
0.1963,0.1594,0.0172,266,0.3716,0.1444,0.0099,0.0937,0.1916,0.3746,1
0.0551,0.0578,0.0586,0.1296,0.1743,0.0803,32,13,-0.0148,0.1709,1
0.1013,0.1019,0.0747,0.1269,0.1872,0.0927,0.0165,0.0679,0.1058,0.2015,0
0.0258,0.0599,-0.0119,168,0.5185,0.0544,-0.0113,-0.0351,0.0311,0.1175,1
0.1886,0.1898,0.0214,0.2032,0.3308,0.1449,0.0025,0.0642,0.1538,0.3575,1
0.0844,0.2557,0.0919,0.2483,0.8762,127,0.0022,0.1183,0.0982,0.1899,0
0.0857,0.0473,0.0211,0.0963,0.2382,0.0816,0.0368,13,-0.0262,0.1147,1
-0.0181,0.0681,13,0.1268,0.3675,0.0459,-0.0161,-0.0934,0.0216,0.1323,1
0.1736,0.1826,0.0037,0.1897,0.3104,0.1586,0.0064,0.0871,0.1636,0.3902,1
0.0268,0.0549,0.0127,0.1239,0.4602,-0.0024,-0.0058,-0.0541,0.0018,0.1085,1
0.1783,0.1861,0.0222,0.1897,0.7923,0.2283,-0.0034,0.0711,0.1707,0.3131,1
0.0596,0.0462,0.0293,109,178,0.0277,0.0373,0.0117,-0.0183,0.1231,1
0.0474,76,-0.0021,0.1319,0.1813,0.1021,0.0407,0.0689,0.0905,0.3342,0
0.0458,0.1079,0.1195,0.2002,0.3664,66,0.0048,-0.0831,0.0367,0.1252,1
0.0422,0.0465,0.0299,0.1122,0.1853,0.0188,0.0447,0.0135,-0.0212,0.1485,1
0.11,0.0713,0.0288,0.1306,0.2215,0.1354,0.0618,0.1302,143,0.2651,0
0.1511,0.1803,0.0196,286,0.3236,0.1526,0.0041,0.0864,0.1881,0.3078,1
0.0488,0.1475,0.0465,0.1343,0.2371,0.1365,0.0352,0.0711,0.0871,0.2501,0
0.0282,0.0546,-0.0072,0.1308,0.4523,0.0272,-19,-0.0607,0.0018,0.1009,1
0.0904,0.0934,0.0665,0.2686,0.2049,0.0826,-0.0037,113,-0.0367,0.1139,1
168,0.2452,0.0175,0.2562,0.3154,0.1423,-0.0063,61,0.1541,0.3939,1
0.1717,0.1982,0.0082,0.2388,303,0.1336,0.0012,0.0792,166,373,1
0.0297,23,0.1224,0.1094,0.4478,0.0156,0.0273,-0.1076,0.0293,0.1012,1
58,0.0597,0.0119,0.1193,0.1965,0.0536,0.0484,0.0183,-0.0397,0.0978,1
0.1522,0.0824,0.0272,0.1325,0.2096,0.1117,0.0487,0.0658,0.1335,0.2229,0
0.0398,0.0636,0.0399,123,0.2775,0.0396,0.0386,0.0141,-0.0402,0.0999,1
0.0118,0.0607,-0.0082,0.0791,0.6119,67,0.0304,-0.0063,0.1187,0.2014,1
0.1216,0.5093,0.2858,0.1575,0.2164,0.0991,0.0542,0.0441,0.0984,191,0
0.2316,0.2613,0.0277,0.1992,0.3548,0.1249,-0.0279,0.0747,0.1842,0.3398,1
0.1403,0.3151,0.0193,0.2779,0.3064,0.1412,-0.0013,0.0853,0.1926,0.3926,1
0.0379,0.0842,-0.0119,0.1193,0.1795,0.1053,27,0.0943,0.0778,0.2097,0
0.0522,0.0737,0.0562,0.1232,0.1967,0.0655,0.0281,0.0323,-0.0362,0.1049,1
0.0255,0.0694,-0.0723,106,653,0.0509,0.1048,-0.0385,0.0251,0.0898,1
0.0242,0.0367,-0.0043,0.1057,0.3793,-5,-0.0253,-0.0475,0.0477,0.0919,1
0.0933,0.0929,0.0217,0.1494,0.1674,0.2133,0.0592,0.0792,0.1246,0.1899,0
0.0424,0.0781,0.0407,0.1053,0.2014,0.0438,31,0.0082,-0.0257,0.1033,1
0.1517,194,0.0016,242,0.3176,0.1512,-0.0068,0.0505,0.1705,0.3472,1
134,0.1731,0.0045,0.1874,0.3696,0.1098,0.0025,0.0755,0.2106,0.3609,1
0.0936,0.0953,52,0.1446,0.1867,0.1845,0.5806,0.0486,0.1108,0.1669,0
-0.0194,0.3547,0.1121,0.3328,0.4289,0.0428,0.0154,-0.0857,-0.0011,137,1
0.0385,0.0694,-0.0027,156,0.2872,0.1378,0.0415,0.0286,-0.0259,0.1057,1
0.0535,0.0597,0.0217,0.1177,0.2183,0.0903,0.0582,0.0246,-0.0199,0.1105,1
0.1923,0.1903,0.0061,0.1942,358,0.1048,-0.0039,0.0576,0.1947,0.3538,1
-0.0157,0.1031,0.0254,0.1342,0.3479,-0.0148,0.0114,-0.0541,-0.0019,0.1447,1
0.0408,0.0895,0.0299,0.1111,0.3466,0.1209,0.0173,0.0974,0.0863,173,0
0.0506,0.0565,18,0.1161,0.1896,0.0404,0.0365,0.0267,-23,0.1535,1
0.0013,0.1693,0.0451,1.4488,0.7725,0.0823,-6,-0.0736,0.0388,0.1125,1
0.1746,203,0.0161,0.1715,0.3107,0.1193,-0.0039,0.0771,166,0.3002,1
0.0532,0.1101,0.0795,0.1275,0.1851,0.0954,0.0386,0.0579,0.0404,0.1815,0
0.0416,0.0993,-0.0164,0.1214,0.2017,0.1077,0.5057,0.1595,0.0771,0.1506,0
0.1533,0.1869,0.0014,0.1958,0.3413,0.1473,0.0043,0.0816,0.1607,382,1
0.0218,0.0646,-0.0037,0.1424,0.5202,0.0486,0.0718,0.0159,0.0509,0.2066,1
0.0728,0.0739,0.0175,0.1261,0.2315,71,0.0516,0.0082,-0.0302,0.1268,1
0.0656,0.0441,0.0204,0.6119,0.2273,0.0705,0.0405,0.0212,-0.0251,0.1163,1
0.0675,0.07,0.0019,0.1333,0.1709,0.0497,0.0582,0.0412,0.0364,0.1865,0
0.1493,0.1792,0.0201,0.2137,0.3078,123,-0.0364,0.1075,0.1773,0.3229,1
179,0.0272,0.0093,0.1189,479,0.0441,0.0236,-0.0069,62,0.0896,1
0.0107,0.0027,-0.0341,0.0662,0.3236,-0.0314,0.0122,-0.1013,0.0074,0.0835,1
0.0907,0.0866,0.0378,0.1557,211,0.1478,0.0553,0.0523,0.0346,0.1772,0
0.1408,0.1742,0.0145,0.2008,0.3265,0.1111,-0.0258,0.0753,0.1932,405,1
0.0535,0.0544,0.0101,99,0.3634,0.1381,0.0307,0.0307,-0.0154,0.1242,1
0.0305,0.0826,-0.0069,0.1528,0.3534,0.2014,0.1824,0.0341,-0.0407,0.1131,1
0.1643,0.1628,0.0167,0.1987,0.3341,0.1114,-0.0282,0.0964,0.1728,0.3319,1
0.0192,0.0773,-0.0261,116,339,-0.0254,-0.0045,-0.0979,0.0401,0.0993,1
0.0379,0.1183,0.1349,1.0694,0.2159,0.0919,0.0521,0.0476,0.0166,0.1762,0
0.1543,0.2499,0.0143,0.5375,0.3529,119,-0.0132,0.0824,0.1702,0.3324,1
0.0498,0.0568,0.0145,0.1364,174,0.1043,-0.0145,0.3241,0.0697,0.1411,1
0.1277,0.0861,28,124,0.1948,0.1392,0.0241,0.0663,0.1304,0.3002,0
0.1748,0.1145,0.0206,0.1073,0.3709,-0.0248,-0.0074,-0.1129,0.0243,0.0724,1
0.1218,0.0861,0.0233,0.1259,0.1679,0.1429,0.0695,0.0534,0.1127,0.1725,0
0.2042,0.1668,0.0333,0.2385,0.3041,0.1264,-0.02,0.0827,0.1786,0.3319,1
0.0804,0.0557,0.0164,0.1034,0.2835,0.0507,0.0465,0.0243,-0.0196,0.1471,1
0.1186,0.8381,0.1654,0.2173,0.3799,-0.0459,0.0136,-0.0828,44,0.1215,1
0.0651,0.0591,0.0103,0.0876,0.2402,0.0552,0.0766,0.0299,-0.0288,0.1189,1
0.2366,0.0628,0.0354,0.3335,0.1851,0.1165,0.0196,84,0.0705,0.1685,0
0.1332,0.1898,0.0235,0.2079,0.3418,0.1486,-0.0129,0.06,0.1699,0.3108,1
-0.0233,0.5615,0.2155,0.2086,1154,235,0.0025,-0.0897,0.0338,0.0975,1
0.1287,0.0718,0.0372,0.1317,0.1521,0.1191,0.0096,0.0782,0.0211,0.1756,0
0.0485,0.0969,0.1399,0.1602,0.2054,0.0723,0.0231,0.0196,-0.0278,0.13,1
0.1191,0.0926,0.0014,0.1353,0.35,-0.0156,-0.0058,-0.0907,-0.0072,0.0843,1
0.1633,0.1985,0.0193,0.2246,0.3328,0.1407,-0.0509,0.0842,0.1494,0.2878,1
0.0522,0.0692,0.0082,129,0.2027,0.8716,0.0991,-0.0042,0.0053,0.2292,1
82,0.0934,56,0.1454,0.1703,0.1239,0.0088,0.07,67,0.1617,0
0.1862,0.1911,0.0201,213,0.3928,146,-0.0211,0.1048,0.1504,0.3147,1
0.0052,0.0878,0.1609,0.2125,0.4532,0.1097,27,-0.0451,14,0.1146,1
0.1715,0.1797,0.0351,0.1739,0.3577,0.1159,-0.0227,0.0861,0.1626,0.3271,1
0.0973,0.0412,5,138,337,0.0808,0.0587,0.0172,-0.0104,0.1194,1
0.0461,0.0174,-0.0573,0.1305,0.3646,0.0604,-0.0089,-0.0121,0.0876,0.0988,1
0.5879,0.0309,0.0243,0.1285,0.1737,0.1082,0.0167,0.0782,0.0623,0.1632,0
0.0764,82,0.0264,0.1144,0.7472,0.1374,0.0077,-0.0459,0.0048,0.0811,1
0.0999,0.0679,0.0148,0.1227,149,0.0756,0.0302,0.0404,0.0742,0.1643,0
0.1432,0.1824,0.0061,0.2087,337,0.0882,-0.0161,0.0544,0.1763,0.3464,1
0.0564,0.0536,0.0122,0.1235,0.2447,0.1095,74,9,-0.0262,0.1179,1
0.0675,0.0668,0.0401,0.0879,235,0.4402,0.1344,0.0658,0.3842,0.1239,1
0.1144,0.0301,-0.0116,0.1079,0.4036,-0.0064,0.0128,-0.0941,0.0116,98,1
0.0369,0.0715,0.0288,0.1277,0.1392,0.0756,0.0294,0.0431,0.0087,0.1406,0
0.1646,156,0.0119,0.1918,0.3189,0.1103,-0.0493,0.0798,0.1673,0.3184,1
0.1796,0.1417,0.0209,0.2143,0.3645,0.1293,-0.0303,0.0708,0.1628,378,1
0.0493,0.0644,0.0135,53,0.2284,0.1399,0.0819,0.0238,-0.0138,0.1121,1
0.0226,0.0723,0.0296,0.1509,0.1945,0.0866,0.0634,0.0473,0.0261,0.1371,0
0.0545,0.1604,0.0412,0.1342,0.6053,0.2113,22,-0.0285,-0.0085,0.0906,1
0.1814,0.0662,0.0293,0.1018,435,37,0.0038,-0.0374,0.0106,0.0943,1
0.0501,0.0837,8,147,0.2001,0.0512,0.0584,-0.0026,-0.0185,0.1258,1
0.1498,0.2022,0.0074,0.2549,0.3812,0.1357,-0.0285,0.0755,0.1604,0.3841,1
0.0369,0.0692,0.0014,0.1227,0.1748,0.1139,0.0107,0.0711,0.0327,0.1471,0
0.1495,0.2622,0.0449,0.1355,0.4128,-0.0151,0.0128,-0.11,0.0456,136,1
0.0247,0.0861,0.0499,0.1607,0.1482,0.0732,0.0212,0.0784,0.0818,0.1406,0
0.0664,0.0684,0.0188,0.1085,0.1967,0.0657,0.2819,0.0787,0.3119,0.1176,1
0.1329,0.1489,-0.0019,0.1984,0.3115,0.1088,-0.0469,0.0916,0.1546,0.3358,1
0.0255,0.0327,-0.0108,0.1044,0.3749,0.0045,-0.0295,-0.0498,0.0098,0.1397,1
0.0311,0.0628,18,0.1451,169,0.0761,0.0381,0.0792,0.0786,158,0
68,0.0642,0.0019,0.1061,235,0.0478,0.0695,-0.0243,0.0269,0.1347,1
0.1472,0.1652,-0.0011,0.2106,0.3083,0.0861,-0.0396,0.0808,128,0.3181,1
0.0234,0.1946,23,0.1084,0.3616,-0.0169,0.0491,-0.1218,-0.0043,0.1695,1
0.0464,0.0708,-0.0193,0.1319,0.1967,0.1012,0.0539,-0.0129,-0.0243,116,1
0.0485,0.0486,0.0064,124,0.1669,127,46,117,0.1032,0.1588,0
0.1733,0.2133,-0.0114,0.2098,0.5939,0.1409,-0.1087,0.1067,0.2575,0.3635,1
0.0864,0.0522,0.0108,0.0944,0.4131,0.0111,0.0352,-0.0266,0.01,0.0814,1
0.2066,0.1489,0.0301,0.2327,0.2922,142,0.0027,0.0505,0.1868,0.3538,1
0.0662,0.0876,0.0438,0.2882,0.2271,0.0386,0.0648,-0.0095,-0.0265,0.1181,1
0.0121,0.0839,0.0164,152,0.2075,0.1911,83,61,0.0971,0.1427,0
0.0596,0.0568,-0.0132,0.1156,0.1935,0.0618,107,0.0138,-0.0344,0.1115,1
0.1142,0.2109,-5,0.3156,0.3571,137,-0.0543,0.0988,0.1578,282,1
0.0617,0.0642,0.0528,0.1428,0.2025,0.1059,0.0753,0.0816,0.0776,0.1775,0
0.0376,0.0818,0.0043,0.0992,0.3279,-0.0014,-0.0337,-0.0171,-0.0056,0.0402,1
0.0311,0.09,0.0045,0.1805,0.2229,0.0892,0.0423,-0.0074,-27,0.1068,1
0.1802,0.1718,0.0153,0.2283,0.3181,104,-0.0282,0.0608,0.1341,0.2947,1
0.0107,0.0501,-0.0211,0.0891,0.3809,-0.0087,0.0536,0.0539,0.0055,0.1254,1
0.0651,0.0774,0.0737,166,0.1972,0.0972,0.0405,0.0985,0.0639,0.1566,0
0.0337,0.0636,0.0188,0.1757,0.2078,0.0396,46,-0.0037,-0.0188,0.1055,1
0.4852,0.1795,0.0243,0.2108,0.3336,0.1251,-0.0533,0.0806,0.1486,0.3414,1
73,81,0.0101,0.1317,0.1661,0.1349,0.0244,0.0998,0.0417,0.1714,0
169,0.0019,0.0201,0.0828,0.3556,38,-5,-0.0564,-0.0011,94,1
0.0181,0.1079,0.0037,0.1073,0.4072,0.0103,0.3018,0.0779,0.0607,0.0875,1
0.0472,0.0602,0.0225,0.3718,0.2067,0.0602,0.0985,-0.0061,-0.0325,258,1
0.0453,0.0829,0.0354,0.1232,0.1804,0.1154,0.0518,0.0652,0.0557,0.1664,0
0.1973,0.1586,0.0217,0.2003,0.3266,0.1045,-0.0071,0.0563,0.1549,0.3049,1
0.0619,0.0929,0.0357,0.0496,0.2254,0.0628,0.0397,-0.0132,-0.0557,0.1263,1
0.0068,0.0559,0.0254,0.0696,0.3701,-18,0.0721,-0.0037,-0.0032,0.0772,1
0.1221,0.0679,0.0367,0.1472,0.2125,0.1101,41,0.0684,0.0749,0.1775,0
0.1482,0.1958,0.0098,0.2095,0.3717,114,-0.0401,0.0631,0.1372,0.3443,1
0.0411,52,0.0024,0.0449,0.2365,0.0278,0.3516,0.0233,-0.0146,0.1097,1
0.0371,0.0984,-0.0404,0.0878,0.3461,0.0122,-0.0303,0.0151,-0.0014,0.0682,1
0.0836,0.0679,0.0626,142,0.1859,0.1558,0.0265,0.16,0.1591,0.1643,0
0.1614,0.1409,0.0256,0.2058,0.3041,0.1328,-0.0169,0.0916,0.1618,0.3123,1
-0.0233,495,0.1751,0.1377,0.3796,0.0195,27,0.0591,0.1144,0.1006,1
0.0577,0.0378,0.0349,0.1298,0.2579,0.0605,0.0624,0.0188,-0.0452,0.1044,1
149,0.1499,0.0275,0.2074,0.2991,0.1201,-0.0158,0.0689,0.1399,557,1
0.0416,0.0586,0.0444,167,0.2315,0.1087,0.0452,0.0871,86,154,0
0.4348,0.2152,0.1991,0.2597,0.3637,0.1416,0.0956,0.1361,0.0356,0.1133,1
0.0287,0.0742,0.0014,-0.0133,0.26,0.1082,0.0608,0.0046,-0.0418,0.12,1
0.2076,0.1262,0.0346,0.3122,0.3965,0.1375,-0.0461,0.0943,0.1578,1.6883,1
0.0245,0.0652,-0.0043,0.1153,0.2366,0.1486,0.0347,0.1143,99,0.1638,0
0.2783,123,0.0317,223,0.2928,0.1146,-0.0549,89,0.1538,0.3334,1
0.04,0.0552,0.0335,137,0.1779,0.1117,0.0373,0.1022,0.0778,0.1706,0
0.0437,0.0555,9,0.0968,232,47,102,0.0051,-0.0246,0.4886,1
0.0669,0.0588,-0.0425,129,0.5966,0.0602,-0.0121,33,-0.0217,0.1165,1
0.1982,0.0101,-0.0325,0.1015,0.3471,0.0849,37,-0.0675,0.0121,0.0542,1
0.0305,0.0631,0.0335,152,149,102,0.0513,0.1077,0.1019,0.1904,0
0.1572,0.1449,0.0378,0.1887,0.3305,0.1362,-0.0219,0.0982,0.1219,0.3005,1
0.1643,0.0684,0.0233,0.1137,0.1946,0.0454,0.0766,0.0162,-0.0243,0.1184,1
0.2315,0.0517,-0.0256,0.0891,0.5359,0.0425,23,-0.0298,-0.0921,0.1676,1
191,0.1626,0.0161,0.2137,0.3236,128,-0.0438,0.1001,0.1348,0.3675,1
0.0664,0.0555,0.0333,0.1404,0.2159,0.1444,0.0711,0.1149,0.0971,0.1704,0
0.1092,0.0251,0.0341,0.1211,0.1991,0.0267,0.0753,-0.0061,-0.0426,0.1268,1
0.2113,0.1278,0.0499,0.2335,0.3186,0.1301,-0.0586,0.0874,0.1546,0.3424,1
0.0408,0.0525,-0.0066,0.1039,0.3861,0.0296,0.0444,-0.0171,63,132,1
0.0451,0.0726,0.0169,-0.0201,0.2938,0.1217,0.0542,-0.0021,-0.0167,0.1342,1
0.0163,62,0.0272,0.1454,0.1608,0.1247,0.0458,0.1093,0.1158,0.1582,0
0.1899,0.1249,51,219,0.7218,0.2093,303,0.0724,0.1298,0.2743,1
0.0548,76,0.0489,0.1549,0.1825,0.1027,122,0.0974,0.1013,0.1429,0
-0.0297,0.0936,-0.0087,0.1176,403,0.0219,-0.0026,3,0.6793,0.1505,1
0.0604,0.0436,24,0.0934,0.2635,0.0613,0.1178,0.0378,0.0261,0.1216,1
737,0.1365,0.0504,0.2541,0.3384,0.1515,-0.0509,165,138,0.3458,1
-0.0062,0.0486,-19,0.0981,0.36,-0.0193,0.0315,-0.0475,0.0129,0.0664,1
0.0511,0.0676,0.0803,0.1296,0.1793,0.1014,0.1247,0.1167,0.1319,0.1548,0
0.0187,0.0808,0.0555,0.1267,0.2463,0.0673,0.0869,3,-0.0415,0.1023,1
